ID,Name,Name_nospace,Description,Ontological Scope,CRM Path,Expected Value Type,Field_Turtle,Category,Authors,Users,Funders
fie_118_Past Ownership Period Statement - Actor Ceding Ownership,Past Ownership Period Statement - Actor Ceding Ownership,Past_Ownership_Period_Statement_-_Actor_Ceding_Ownership,This field is used to record the actor who has ceded possession of the documented object.,E24 Physical Human-Made Thing,--> P24i --> E8[116_1] --> P23 --> E39[118_1],Reference Model,"crm:P24i_changed_ownership_through
<https://example.org/event/fie_116_1> .
<https://example.org/event/fie_116_1> a 
crm:E8_Acquisition;
crm:P23_transferred_title_from <https://example.org/actor/fie_118_1> .
<https://example.org/actor/fie_118_1> a crm:E39_Actor .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_119_Past Ownership Description,Past Ownership Description,Past_Ownership_Description,This field used is used to record a description in free text related to an ownership period for the documented object.,E24 Physical Human-Made Thing,--> P24i --> E8[113_1] --> P129i --> E33[119_1],Collection Model,"crm:P24i_changed_ownership_through
<https://example.org/event/fie_113_1> .
<https://example.org/event/fie_113_1> a 
crm:E8_Acquisition;
crm:P129i_is_subject_of <https://example.org/conceptual_object/fie_119_1> .
<https://example.org/conceptual_object/fie_119_1> a crm:E33_Linguistic_Object .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_120_Event,Event,Event,This field is used to record well known events in which the documented actor participated.,E39 Actor,--> P11i --> E7[120_1],Reference Model,"crm:P11i_participated_in
<https://example.org/event/fie_120_1> .
<https://example.org/event/fie_120_1> a 
crm:E7_Activity .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_121_Floruit - Earliest date,Floruit - Earliest date,Floruit_-_Earliest_date,This field is used to record the start date of the documented period of greatest activity/flourishing of the documented actor.,E39 Actor,"--> P14i --> F51[121_1] --> P4 --> E52[121_2] --> P82a --> xsd:dateTime<br><br> --> P14i --> F51[121_1] --> P2 --> E55[""Floruit""][121_3]",Date,"crm:P14i_performed
<https://example.org/event/fie_121_1> .
<https://example.org/event/fie_121_1> a 
frbroo:F51_Pursuit;
crm:P2_has_type
<https://example.org/type/fie_121_2> ;
crm:P4_has_time-span <https://example.org/time_span/fie_121_3> .
<https://example.org/type/fie_121_2> a crm:E55_Type ;
rdfs:label ""Floruit"" . 
<https://example.org/time_span/fie_121_3> a crm:E52_Time-Span;
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_122_Floruit - Latest date,Floruit - Latest date,Floruit_-_Latest_date,This field is used to record the end date of the documented period of greatest activity/flourishing of the documented actor.,E39 Actor,"--> P14i --> F51[121_1] --> P4 --> E52[121_2] --> P82b --> xsd:dateTime<br><br> --> P14i --> F51[121_1] --> P2 --> E55[""Floruit""][121_3]",Date,"crm:P14i_performed
<https://example.org/event/fie_121_1> .
<https://example.org/event/fie_121_1> a 
frbroo:F51_Pursuit;
crm:P2_has_type
<https://example.org/type/fie_121_2> ;
crm:P4_has_time-span <https://example.org/time_span/fie_121_3> .<https://example.org/type/fie_121_2> a crm:E55_Type ;
rdfs:label ""Floruit"" . 
<https://example.org/time_span/fie_121_3> a crm:E52_Time-Span;
crm:P82b_end_of_the_end """"^^xsd:dateTime .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_123_Floruit Location,Floruit Location,Floruit_Location,This field is used to record the location of the period of greatest activity/flourishing of the documented actor.,E39 Actor,"--> P14i --> F51[121_1] --> P7 --> E53[123_1]<br><br> --> P14i --> F51[121_1] --> P2 --> E55[""Floruit""][121_3]",Reference Model,"crm:P14i_performed
<https://example.org/event/fie_121_1> .
<https://example.org/event/fie_121_1> a 
frbroo:F51_Pursuit;
crm:P2_has_type
<https://example.org/type/fie_121_2> ;
crm:P7_took_place_at <https://example.org/place/fie_123_1> .<https://example.org/type/fie_121_2> a crm:E55_Type ;
rdfs:label ""Floruit"" . 
<https://example.org/place/fie_123_1> a crm:E53_Place .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_124_Field of Activity,Field of Activity,Field_of_Activity,This field is used to record a field of activity that the documented actor pursued during their existence/lifetime.,E39 Actor,--> P14i --> F51[124_1] --> R59 --> E55[124_2],Concept,"crm:P14i_performed
<https://example.org/event/fie_124_1> .
<https://example.org/event/fie_124_1> a 
frbroo:F51_Pursuit;
crm:P2_has_type
<https://example.org/type/fie_124_2> ;
frbroo:R59_had_typical_subject <https://example.org/type/fie_124_3> .<https://example.org/type/fie_124_2> a crm:E55_Type ;
rdfs:label ""Field of Activity"" . 
<https://example.org/type/fie_124_3> a crm:E55_Type .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_125_Period of Activity - Earliest,Period of Activity - Earliest,Period_of_Activity_-_Earliest,This field is used to record the earliest possible date for the period in which the documented actor pursued a field of activity during their existence/lifetime.,E39 Actor,--> P14i --> F51[124_1] --> P4 --> E52[125_1] --> P82a --> xsd:dateTime,Date,"crm:P14i_performed
<https://example.org/event/fie_124_1> .
<https://example.org/event/fie_124_1> a 
frbroo:F51_Pursuit;
crm:P4_has_time-span <https://example.org/time_span/fie_125_1> .<https://example.org/time_span/fie_125_1> a crm:E52_Time-Span ;
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_126_Period of Activity - Latest,Period of Activity - Latest,Period_of_Activity_-_Latest,This field is used to record the latest possible date for the period in which the documented actor pursued a field of activity during their existence/lifetime.,E39 Actor,--> P14i --> F51[124_1] --> P4 --> E52[125_1] --> P82b --> xsd:dateTime,Date,"crm:P14i_performed
<https://example.org/event/fie_124_1> .
<https://example.org/event/fie_124_1> a 
frbroo:F51_Pursuit;
crm:P4_has_time-span <https://example.org/time_span/fie_125_1> .<https://example.org/time_span/fie_125_1> a crm:E52_Time-Span ;
crm:P82b_end_of_the_end """"^^xsd:dateTime .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_127_Activity Location,Activity Location,Activity_Location,This field is used to record the location at which the documented actor pursued a field of activity during their existence/lifetime.,E39 Actor,"--> P14i --> F51[124_1] --> P7 --> E53[127_1]<br><br> --> P14i --> F51[124_1] --> P2 --> E55[""Field of Activity""][125_1]",Reference Model,"crm:P14i_performed
<https://example.org/event/fie_124_1> .
<https://example.org/event/fie_124_1> a 
frbroo:F51_Pursuit;
crm:P7_took_place_at
<https://example.org/place/fie_127_1> .
<https://example.org/place/fie_127_1> a crm:E53_Place .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_128_Educational Training,Educational Training,Educational_Training,This field is used to record the subject of the education of the documented person.,E21 Person,"--> P14i --> F51[128_1] --> P2 --> E55 ""Education""[128_2]<br><br> --> P14i --> F51[128_1] --> R59 --> E55[128_3]",Concept,"crm:P14i_performed
<https://example.org/event/fie_128_1> .
<https://example.org/event/fie_128_1> a 
frbroo:F51_Pursuit;
crm:P2_has_type
<https://example.org/type/fie_128_2> ;
frbroo:R59_had_typical_subject <https://example.org/type/fie_128_3> .<https://example.org/type/fie_128_2> a crm:E55_Type ;
rdfs:label ""Education"" . 
<https://example.org/type/fie_128_3> a crm:E55_Type .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_129_Participant,Participant,Participant,This field is used to record actors involved in the documented event.,E7 Activity,--> P01 --> PC14 [129_1] --> P02 --> E39[129_2],Reference Model,"crm:P01i_is_domain_of <https://example.org/property/fie_129_1> .
<https://example.org/property/fie_129_1> a crm:PC14_carried_out_by;
crm:P02_has_range <https://example.org/actor/fie_129_2> .
<https://example.org/actor/fie_129_2> a crm:E39_Actor .",[CAT.8] Participation,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_130_Participant Role,Participant Role,Participant_Role,This field is used to record the role played by the actors involved in the documented event.,E7 Activity,--> P01 --> PC14 [129_1] --> P14 --> P14.1[130_1] --> E55 ,Concept,"crm:P01i_is_domain_of <https://example.org/property/fie_129_1> .
<https://example.org/property/fie_129_1> a crm:PC14_carried_out_by;
crm:P14.1_in_the_role_of <https://example.org/type/fie_130_1> .
<https://example.org/type/fie_130_1> a crm:E55_Type .",[CAT.8] Participation,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_131_Objects Employed,Objects Employed,Objects_Employed,This field is used to record objects known to have been used in the execution/performance of the documented event.,E7 Activity,--> P16 --> E18[131_1],Reference Model,"crm:P16_used_specific_object <https://example.org/physical_object/fie_131_1> .
<https://example.org/physical_object/fie_131_1> a crm:E18_Physical_Thing .",[CAT.8] Participation,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_132_Documents Employed,Documents Employed,Documents_Employed,This field is used to record information objects that are known to have been used during the event. ,E7 Activity,--> P16 --> E73[132_1],Reference Model,"crm:P16_used_specific_object <https://example.org/conceptual_object/fie_132_1> .
<https://example.org/conceptual_object/fie_132_1> a crm:E73_Information_Object .",[CAT.8] Participation,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_133_Event Plans Employed,Event Plans Employed,Event_Plans_Employed,"This field is use to record any documented documents which describe the intended plan for execution of the event, as used in the event for coordinating its execution.",E7 Activity,--> P33 --> E29[133_1],Reference Model,"crm:P33_used_specific_technique <https://example.org/conceptual_object/fie_133_1> .
<https://example.org/conceptual_object/fie_133_1> a crm:E29_Design_or_Procedure .",[CAT.8] Participation,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_134_Documents Created,Documents Created,Documents_Created,This field is used to record documents that were generated as the result of an event.,E7 Activity,--> P17 --> E65[134_1] --> P94 --> E73[134_2],Reference Model,"crm:P17_was_motivated_by <https://example.org/event/fie_134_1> .
<https://example.org/event/fie_134_1> a crm:E65_Creation ;
crm:P94_has_created <https://example.org/conceptual_object/fie_134_2> .
<https://example.org/conceptual_object/fie_134_2> a crm:E73_Information_Object .",[CAT.8] Participation,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_135_Creator,Creator,Creator,This field is used to record the creator of the documented physical object.,E24 Physical Human-Made Thing,--> P108i --> E12[58_1]  --> P14 --> E39[135_1]<br><br> --> P108i --> E12[58_1]  --> P01 --> PC14[135_2] --> P02 --> E39[135_3],Reference Model,"crm:P108i_was_produced_by <https://example.org/event/fie_58_1> .
<https://example.org/event/fie_58_1> a crm:E12_Production;
crm:P01i_is_domain_of <https://example.org/property/fie_135_1> .
<https://example.org/property/fie_135_1> a crm:PC14_carried_out_by;
crm:P02_has_range <https://example.org/actor/fie_135_2> .
<https://example.org/actor/fie_135_2> a crm:E39_Actor .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_136_Creator Role,Creator Role,Creator_Role,This field is used to record the role played by the creator in the production of the documented physical object.,E24 Physical Human-Made Thing,--> P108i --> E12[58_1] --> P01 --> PC14[135_1] --> P14.1 --> E55[136_1],Concept,"crm:P108i_was_produced_by <https://example.org/event/fie_58_1> .
<https://example.org/event/fie_58_1> a crm:E12_Production;
crm:P01i_is_domain_of <https://example.org/property/fie_135_1> .
<https://example.org/property/fie_135_1> a crm:PC14_carried_out_by;
crm:P14.1_in_the_role_of <https://example.org/type/fie_136_1> .
<https://example.org/type/fie_136_1> a crm:E55_Type .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_137_Current Owner,Current Owner,Current_Owner,This field is used to record the present owner of the documented physical object.,E24 Physical Human-Made Thing,--> P52 --> E39[137_1],Reference Model,"crm:P52_has_current_owner <https://example.org/actor/fie_137_1> .
<https://example.org/actor/fie_137_1> a crm:E39_Actor .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_138_Current Holder,Current Holder,Current_Holder,This field is used to indicate the current holder of the documented physical object.,E24 Physical Human-Made Thing,--> P50 --> E39[138_1],Reference Model,"crm:P50_current_keeper <https://example.org/actor/fie_138_1> .
<https://example.org/actor/fie_138_1> a crm:E39_Actor .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_139_Style - Movement,Style - Movement,Style_-_Movement,This field is used to record an artistic movement to which the documented object is associated because of its style.,E24 Physical Human-Made Thing,"--> P140i --> E13[139_1] --> P141 --> E74[139_2]<br><br> --> P140i --> E13[139_1] --> P2 --> E55[""P15 is influenced by""][139_3]",Reference Model,"crm:P140i_was_attributed_by <https://example.org/event/fie_139_1> .

<https://example.org/event/fie_139_1> a crm:E13_Attribute_Assignment;
crm:P141_assigned <https://example.org/event/fie_139_2>;
crm:P2_has_type <https://example.org/event/fie_139_3> .

<https://example.org/event/fie_139_2> a crm:E74_Group .
<https://example.org/event/fie_139_3> a crm:E55_Type ;
	rdfs:label ""influence"" .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
